product name,Price,ratings,Features,Page number,Original_price,Discount,Review
HP 15s AMD Athlon Dual Core 3050U - (8 GB/512 GB SSD/Windows 11 Home) 15s-ey1509AU Thin and Light Lapt...,"₹32,990",4.1,AMD Athlon Dual Core Processor8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,33,"₹35,147",6% off,"4,005 Ratings & 295 Reviews"
HP AMD Ryzen 3 Dual Core - (4 GB/1 TB HDD/Windows 11 Home) 245 G8 Notebook,"₹30,990",3.5,AMD Ryzen 3 Dual Core Processor4 GB DDR4 RAMWindows 11 Operating System1 TB HDD35.56 cm (14 inch) Display1 Year Onsite Brand Warranty,33,"₹39,990",22% off,11 Ratings & 3 Reviews
Lenovo IdeaPad Slim 3 Intel Intel Celeron Dual Core N4020 - (8 GB/256 GB SSD/Windows 11 Home) 15IGL05 ...,"₹27,990",3.9,Intel Celeron Dual Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System256 GB SSD39.62 cm (15.6 Inch) Display2 Yr Warranty,33,"₹38,900",28% off,494 Ratings & 38 Reviews
Lenovo LOQ Essential Intel Core i5 12th Gen 12450HX - (12 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/...,"₹61,490",4,Intel Core i5 Processor (12th Gen)12 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayOffice Home 20241 Year Carry-in Warranty,33,"₹79,990",23% off,22 Ratings & 0 Reviews
Acer Aspire 15 AMD Ryzen 5 Hexa Core 7430U - (16 GB/512 GB SSD/Windows 11 Home) Aspire AS15-42 Thin an...,"₹34,990",4.1,AMD Ryzen 5 Hexa Core Processor16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Carry-in Warranty,33,"₹59,990",41% off,"2,963 Ratings & 309 Reviews"
HP AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) 15-fc0155AU Thin and Light Laptop,"₹34,900",4.1,AMD Ryzen 5 Quad Core Processor8 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,33,"₹53,413",34% off,663 Ratings & 36 Reviews
Acer Aspire 3 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) Aspire 3 Laptop,"₹33,990",4.3,Intel Core i3 Processor (12th Gen)8 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Warranty,33,"₹39,990",15% off,32 Ratings & 1 Reviews
"ASUS Vivobook S14 (2025) with Backlit Keyboard, Metallic Design*, Intel Core Ultra 7 255H - (16 GB/512...","₹82,990",4.8,"Intel Core Ultra 7 Processor16 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD35.56 cm (14 inch) DisplayMicrosoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), One-Month Membership of Adobe Creative Cloud All Apps, McAfee 1 year1 Year Onsite Warranty",33,"₹1,10,990",25% off,17 Ratings & 0 Reviews
"ASUS Vivobook S16 OLED (2025) with Backlit Keyboard, Metal Body*, Qualcomm Snapdragon X - (16 GB/512 G...","₹66,990",4.4,"Qualcomm Snapdragon X Processor16 GB LPDDR5X RAMWindows 11 Home Operating System512 GB SSD40.64 cm (16 inch) DisplayMicrosoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), One-Month Membership of Adobe Creative Cloud All Apps1 Year Onsite Warranty",33,"₹98,990",32% off,703 Ratings & 51 Reviews
HP MSO 2024 Intel Core i3 13th Gen 1315U - (16 GB/512 GB SSD/Windows 11 Home) 15-fd0574TU / 15 - fd066...,"₹39,990",4.1,Intel Core i3 Processor (13th Gen)16 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMS Office Home 2024 + MISC PC Game Pass DA 3M1 Year Onsite Warranty,33,"₹50,903",21% off,"2,057 Ratings & 125 Reviews"
HP G8 AMD Ryzen 5 Hexa Core 5th Gen 5500U - (8 GB/512 GB SSD/Windows 11 Home) 62Y30PA Laptop,"₹35,990",4.1,AMD Ryzen 5 Hexa Core Processor (5th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty,33,"₹49,999",28% off,12 Ratings & 1 Reviews
ASUS ROG Strix G15 AMD Ryzen 7 Octa Core 6800HS - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA...,"₹81,990",4.3,AMD Ryzen 7 Octa Core Processor16 GB DDR5 RAM64 bit Windows 11 Operating System1 TB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,33,"₹1,35,990",39% off,771 Ratings & 66 Reviews
Lenovo Yoga Slim 6 Intel Core i7 13th Gen 13700H - (16 GB/1 TB SSD/Windows 11 Home) 14IRH8 Thin and Li...,"₹84,399",,Intel Core i7 Processor (13th Gen)16 GB LPDDR5X RAMWindows 11 Operating System1 TB SSD35.56 cm (14 Inch) Display1 Year Carry-in Warranty,33,"₹1,37,090",38% off,
HP 250R G9 Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) 42V68PA Thin and Light Lap...,"₹34,850",4.2,"Intel Core i3 Processor (13th Gen)8 GB DDR4 RAM64 bit Windows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) DisplayHP Support Assistant, Native Miracast Support, HP AudioSwitch, HP Documentation, HP Setup Integrated, OOBE, HP SSRM, HP Jumpstart, McAfee LiveSafe (30 Day Trial), Xerox DocuShare (30 Day Trial)1 Year Onsite Warranty",33,"₹50,990",31% off,209 Ratings & 17 Reviews
HP Laptop Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) 15-fd0129TU / 15-fd0568TU T...,"₹35,990",4.1,Intel Core i3 Processor (13th Gen)8 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Carry-in Warranty,33,"₹52,115",30% off,"2,057 Ratings & 125 Reviews"
Lenovo IdeaPad Slim 3 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home) 83ER00KSIN Th...,"₹44,490",4.2,Intel Core i5 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Warranty,33,"₹70,990",37% off,493 Ratings & 28 Reviews
Samsung Galaxy Book3 Intel Core i5 13th Gen 1335U - (8 GB/512 GB SSD/Windows 11 Home) NP750XFG-KB1IN T...,"₹48,574",4.3,Intel Core i5 Processor (13th Gen)8 GB LPDDR4X RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,33,"₹93,900",48% off,"1,000 Ratings & 124 Reviews"
ASUS ROG Strix G15 with 90Whr Battery AMD Ryzen 7 Octa Core AMD R7-6800H - (16 GB/1 TB SSD/Windows 11 ...,"₹1,36,999",4.5,AMD Ryzen 7 Octa Core Processor16 GB DDR5 RAMWindows 11 Operating System1 TB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home & Student1 Year Onsite Warranty,33,"₹1,84,999",25% off,68 Ratings & 6 Reviews
Lenovo IdeaPad Slim 3 Next Gen AI PC WUXGA IPS Copilot + PC Qualcomm Snapdragon X - (16 GB/512 GB SSD/...,"₹49,990",4.3,Qualcomm Snapdragon X Processor16 GB LPDDR5X RAMWindows 11 Home Operating System512 GB SSD38.86 cm (15.3 inch) DisplayOffice Home 20241 Year Onsite Warranty,33,"₹93,490",46% off,336 Ratings & 27 Reviews
HP 15 Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11 Home) 15-fd0576TU / 15-fd0467TU Thin...,"₹52,490",4.2,Intel Core i5 Processor (13th Gen)16 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office H&S Edition 20241 Year Carry-in Warranty,33,"₹65,387",19% off,925 Ratings & 45 Reviews
Lenovo Ideapad Slim 3i Intel Core i5 11th Gen 1155G7 - (8 GB/512 GB SSD/Windows 11 Home) Ideapad Slim ...,"₹54,990",3.6,Intel Core i5 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home and Student 20211 Year Onsite Warranty,34,"₹84,998",35% off,5 Ratings & 0 Reviews
HP Pavilion Aero AMD Ryzen 5 Hexa Core 7535U - (16 GB/512 GB SSD/Windows 11 Home) 13-BE2055AU Thin and...,"₹74,990",4.2,AMD Ryzen 5 Hexa Core Processor16 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD33.78 cm (13.3 Inch) Display1 Year Onsite Warranty,34,"₹80,999",7% off,339 Ratings & 35 Reviews
DELL Intel Celeron Quad Core - (8 GB/256 GB SSD/Windows 11 Pro) 5470 Thin and Light Laptop,"₹21,328",3.5,Intel Celeron Quad Core Processor8 GB DDR4 RAMWindows 11 Operating System256 GB SSD35.56 cm (14 inch) Display1 Year,34,"₹48,990",56% off,165 Ratings & 13 Reviews
HP Victus AMD Ryzen 5 Hexa Core 8645HS - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForc...,"₹57,299",,AMD Ryzen 5 Hexa Core Processor16 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Warranty and Only 6 Months Warranty on Battery and Adaptor,34,"₹73,930",22% off,
Acer Aspire 15 AMD Ryzen 5 Hexa Core 7430U - (16 GB/512 GB SSD/Windows 11 Home) Aspire AS15-42 Thin an...,"₹34,990",4.1,AMD Ryzen 5 Hexa Core Processor16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Carry-in Warranty,34,"₹59,990",41% off,"2,963 Ratings & 309 Reviews"
Samsung Galaxy Book4 Edge Series Copilot AI-PC Full Metal Chasis Qualcomm Snapdragon X - (16 GB/512 GB...,"₹64,990",4.4,Qualcomm Snapdragon X Processor16 GB LPDDR5X RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMS Office Home and Student 20241 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories,34,"₹92,390",29% off,"1,534 Ratings & 126 Reviews"
Acer Aspire 5 15 Intel Core i3 13th Gen 1305U - (8 GB/512 GB SSD/Windows 11 Home) A515-58M Thin and Li...,"₹39,099",4.1,Intel Core i3 Processor (13th Gen)8 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year International Travelers Warranty (ITW),34,"₹50,990",23% off,19 Ratings & 1 Reviews
HP OMEN Slim Intel Core Ultra 7 255H - (24 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RT...,"₹1,40,990",,Intel Core Ultra 7 Processor24 GB DDR5 RAMWindows 11 Home Operating System1 TB SSD40.64 cm (16 inch) Display1 Year Onsite Warranty,34,"₹1,68,617",16% off,
DELL 15 Intel Core i5 1334U - (16 GB/512 GB SSD/Windows 11 Home) 3530 Thin and Light Laptop,"₹50,990",4.1,"Intel Core i5 Processor16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMy Dell (Dell Power Manager,Dell Support Assist)1 Year Onsite Warranty",34,"₹62,190",18% off,62 Ratings & 3 Reviews
DELL 15 AMD Ryzen 5 Hexa Core 7530U - (16 GB/512 GB SSD/Windows 11 Home) 3535 Thin and Light Laptop,"₹38,990",4.3,"AMD Ryzen 5 Hexa Core Processor16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMy Dell (Dell Power Manager,Dell Support Assist)1 Year Onsite Warranty",34,"₹56,919",31% off,"2,013 Ratings & 135 Reviews"
Acer One 11 Intel Celeron Dual Core N4500 - (8 GB/256 GB SSD/Windows 11 Home) Z8-284 Thin and Light La...,"₹19,198",3.4,Intel Celeron Dual Core Processor8 GB DDR4 RAMWindows 11 Operating System256 GB SSD29.46 cm (11.6 Inch) Display1 Year Onsite Warranty,34,"₹39,999",52% off,31 Ratings & 3 Reviews
HP 14s AMD Ryzen 3 Quad Core 4300U - (8 GB/512 GB SSD/Windows 10 Home) 14s-fr0016AU Thin and Light Lap...,"₹32,750",4.4,"AMD Ryzen 3 Quad Core Processor8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD35.56 cm (14 inch) DisplayMicrosoft Office 2019 and Office 365, HP Smart, HP Documentation, HP SSRM1 Year Onsite Warranty",34,"₹51,999",37% off,"1,456 Ratings & 184 Reviews"
Acer Predator Helios 16 Intel Core i9 14th Gen 14900HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics...,"₹1,62,399",4.5,Intel Core i9 Processor (14th Gen)16 GB DDR5 RAMWindows 11 Operating System1 TB SSD40.64 cm (16 Inch) Display1 Year International Travelers Warranty (ITW),34,"₹1,99,999",18% off,33 Ratings & 0 Reviews
Acer Predator Helios 16 Intel Core i9 14th Gen 14900HX - (32 GB/1 TB SSD/Windows 11 Home/12 GB Graphic...,"₹1,99,990",4.6,Intel Core i9 Processor (14th Gen)32 GB DDR5 RAMWindows 11 Operating System1 TB SSD40.64 cm (16 Inch) Display1 Year International Travelers Warranty (ITW),34,"₹2,56,999",22% off,15 Ratings & 2 Reviews
"ASUS Vivobook S14 (2025) with Office 2024 + M365 Basic*, AI PC, Backlit Keyboard, Qualcomm Snapdragon ...","₹53,990",4.4,"Qualcomm Snapdragon X Processor16 GB LPDDR5X RAMWindows 11 Home Operating System512 GB SSD35.56 cm (14 inch) DisplayMicrosoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), One-Month Membership of Adobe Creative Cloud All Apps1 Year Onsite Warranty",34,"₹92,990",41% off,703 Ratings & 51 Reviews
HP AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) 15-fc0155AU Thin and Light Laptop,"₹34,900",4.1,AMD Ryzen 5 Quad Core Processor8 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,34,"₹53,413",34% off,663 Ratings & 36 Reviews
HP Victus AI 39 TOPS AMD Ryzen 9 Octa Core 8945HS - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVID...,"₹1,02,990",4.3,AMD Ryzen 9 Octa Core Processor16 GB DDR5 RAMWindows 11 Operating System1 TB SSD39.62 cm (15.6 Inch) DisplayMicrosoft Office H&S Edition 2024 + MISC PC Game Pass DA 3M1 Year Onsite Warranty,34,"₹1,24,319",17% off,70 Ratings & 4 Reviews
Lenovo IdeaPad Flex 5 AMD Ryzen 7 Octa Core 5700U - (16 GB/512 GB SSD/Windows 11 Home) 14ALC7 2 in 1 L...,"₹67,599",4.3,AMD Ryzen 7 Octa Core Processor16 GB LPDDR4X RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 inch) Touchscreen Display1 Year Onsite + 1 Year Premium Care.,34,"₹99,000",31% off,85 Ratings & 8 Reviews
"ASUS Vivobook S16 OLED (2025) with Backlit Keyboard, Metal Body*, Qualcomm Snapdragon X - (16 GB/512 G...","₹66,990",4.4,"Qualcomm Snapdragon X Processor16 GB LPDDR5X RAMWindows 11 Home Operating System512 GB SSD40.64 cm (16 inch) DisplayMicrosoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), One-Month Membership of Adobe Creative Cloud All Apps1 Year Onsite Warranty",34,"₹98,990",32% off,703 Ratings & 51 Reviews
HP MSO 2024 Intel Core i3 13th Gen 1315U - (16 GB/512 GB SSD/Windows 11 Home) 15-fd0574TU / 15 - fd066...,"₹39,990",4.1,Intel Core i3 Processor (13th Gen)16 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMS Office Home 2024 + MISC PC Game Pass DA 3M1 Year Onsite Warranty,34,"₹50,903",21% off,"2,057 Ratings & 125 Reviews"
ASUS Chromebook Intel Celeron Dual Core N3350 - (4 GB/64 GB EMMC Storage/Chrome OS) C423NA-BV0523 Chro...,"₹18,405",3.7,Intel Celeron Dual Core Processor4 GB LPDDR4 RAMChrome Operating System35.56 cm (14 inch) Display1 Year Onsite Warranty,34,"₹24,990",26% off,"1,596 Ratings & 218 Reviews"
DELL 16 Intel Core 7 240H - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 5050) Ali...,"₹1,22,990",3.3,Intel Core 7 Processor16 GB DDR5 RAMWindows 11 Operating System1 TB SSD40.64 cm (16 $inch) Display1 Year Onsite Hardware Service,34,"₹1,51,875",19% off,3 Ratings & 0 Reviews
Acer Aspire 3 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) A315-59-36HE Thin and L...,"₹33,850",4.3,Intel Core i3 Processor (12th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty,34,"₹46,167",26% off,867 Ratings & 59 Reviews
MSI Modern 15 AMD Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 10 Home) Modern 15 A5M-065IN Thin...,"₹55,199",4.4,AMD Ryzen 5 Hexa Core Processor8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Warranty Term,34,"₹69,990",21% off,"1,648 Ratings & 237 Reviews"
DELL 15 AMD Ryzen 5 Hexa Core 7530U - (16 GB/512 GB SSD/Windows 11 Home) 3535 Thin and Light Laptop,"₹38,990",4.3,"AMD Ryzen 5 Hexa Core Processor16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMy Dell (Dell Power Manager,Dell Support Assist)1 Year Onsite Warranty",35,"₹56,919",31% off,"2,013 Ratings & 135 Reviews"
Samsung Galaxy Book4 Edge Series Copilot AI-PC Full Metal Chasis Qualcomm Snapdragon X - (16 GB/512 GB...,"₹64,990",4.4,Qualcomm Snapdragon X Processor16 GB LPDDR5X RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMS Office Home and Student 20241 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories,35,"₹92,390",29% off,"1,534 Ratings & 126 Reviews"
Acer Aspire 7 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA G...,"₹53,299",4.2,Intel Core i5 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,35,"₹89,999",40% off,"3,879 Ratings & 306 Reviews"
MSI Modern 14 Intel Core i7 13th Gen 1355U - (16 GB/512 GB SSD/Windows 11 Home) Modern 14 C13M-435IN T...,"₹56,990",3.9,Intel Core i7 Processor (13th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Carry-in Warranty,35,"₹85,990",33% off,77 Ratings & 6 Reviews
DELL 15 Intel Core i3 13th Gen 1305U - (16 GB/512 GB SSD/Windows 11 Home) OVN353025001RING1O Thin and ...,"₹38,990",4.2,"Intel Core i3 Processor (13th Gen)16 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office H&S 2024, My Dell (Dell Power Manager, Dell Support Assist)1 Year Onsite Hardware Service",35,"₹54,479",28% off,399 Ratings & 30 Reviews
"ASUS Vivobook S14 (2025) with Office 2024 + M365 Basic*, AI PC, Backlit Keyboard, Qualcomm Snapdragon ...","₹53,990",4.4,"Qualcomm Snapdragon X Processor16 GB LPDDR5X RAMWindows 11 Home Operating System512 GB SSD35.56 cm (14 inch) DisplayMicrosoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), One-Month Membership of Adobe Creative Cloud All Apps1 Year Onsite Warranty",35,"₹92,990",41% off,703 Ratings & 51 Reviews
Lenovo V 14 (2025) Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) V 14 Thin and Lig...,"₹45,990",4.1,"Intel Core i5 Processor (12th Gen)16 GB DDR4 RAM64 bit Windows 11 Home Operating System512 GB SSD35.56 cm (14 inch) DisplayMicrosoft Office 2021, Windows 11 Home1 Year Onsite Warranty",35,"₹92,990",50% off,229 Ratings & 19 Reviews
HP Intel Core i3 N305 - (8 GB/Chrome OS) 15a-nb0002TU Chromebook,"₹29,999",,Intel Core i3 Processor8 GB LPDDR5 RAMChrome Operating System39.62 cm (15.6 Inch) Display1 Year Onsite warranty,35,"₹57,569",47% off,
ASUS VivoBook 14 Intel Core i3 8th Gen 8145U - (4 GB/512 GB SSD/Windows 10 Home) X412FA-EK373T Thin an...,"₹34,999",4.4,"Intel Core i3 Processor (8th Gen)4 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD35.56 cm (14 inch) DisplayAsus Splendid, Tru2Life1 Year Onsite Warranty",35,"₹44,990",22% off,"2,281 Ratings & 396 Reviews"
Apple MacBook Air M4 - (16 GB/256 GB SSD/macOS Sequoia) MC6T4HN/A,"₹94,990",4.7,"Apple M4 Processor16 GB Unified Memory RAMMac OS Operating System256 GB SSD34.54 cm (13.6 inch) DisplayBuilt-in Apps: App Store, Books, Calendar, Contacts, FaceTime, Find My, Freeform, GarageBand, Home, iMovie, iPhone Mirroring, Keynote, Mail, Maps, Messages, Music, Notes, Numbers, Pages, Passwords, Photo Booth, Photos, Podcasts, Preview, QuickTime Player, Reminders, Safari, Shortcuts, Stocks, Time Machine, Tips, TV, Voice Memos, Weather1 Year Limited Warranty",35,"₹99,900",4% off,"1,920 Ratings & 134 Reviews"
Acer Aspire 15 AMD Ryzen 5 Hexa Core 7430U - (16 GB/512 GB SSD/Windows 11 Home) Aspire AS15-42 Thin an...,"₹34,990",4.1,AMD Ryzen 5 Hexa Core Processor16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Carry-in Warranty,35,"₹59,990",41% off,"2,963 Ratings & 309 Reviews"
HP AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) 15-fc0155AU Thin and Light Laptop,"₹34,900",4.1,AMD Ryzen 5 Quad Core Processor8 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,35,"₹53,413",34% off,663 Ratings & 36 Reviews
ASUS Chromebook Flip Touch Intel Celeron Dual Core N4020 - (4 GB/32 GB EMMC Storage/Chrome OS) C214MA-...,"₹20,695",4,Intel Celeron Dual Core Processor4 GB LPDDR4 RAMChrome Operating System29.46 cm (11.6 inch) Touchscreen Display1 Year Onsite Warranty,35,"₹31,990",35% off,"3,454 Ratings & 444 Reviews"
Acer Extensa 15 AMD Ryzen 3 Quad Core 7320U - (8 GB/256 GB SSD/Windows 11 Home) EX215-23 Thin and Ligh...,"₹31,990",4.1,AMD Ryzen 3 Quad Core Processor8 GB LPDDR5 RAMWindows 11 Operating System256 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,35,"₹47,999",33% off,182 Ratings & 22 Reviews
"ASUS Vivobook S16 OLED (2025) with Backlit Keyboard, Metal Body*, Qualcomm Snapdragon X - (16 GB/512 G...","₹66,990",4.4,"Qualcomm Snapdragon X Processor16 GB LPDDR5X RAMWindows 11 Home Operating System512 GB SSD40.64 cm (16 inch) DisplayMicrosoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), One-Month Membership of Adobe Creative Cloud All Apps1 Year Onsite Warranty",35,"₹98,990",32% off,703 Ratings & 51 Reviews
HP Laptop Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) 15-fd0129TU / 15-fd0568TU T...,"₹35,990",4.1,Intel Core i3 Processor (13th Gen)8 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Carry-in Warranty,35,"₹52,115",30% off,"2,057 Ratings & 125 Reviews"
Acer Aspire 3 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) A325-51 Thin and Light ...,"₹33,990",4.2,Intel Core i3 Processor (12th Gen)8 GB DDR4 RAM64 bit Windows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) DisplayOne-year Warranty,35,"₹39,990",15% off,25 Ratings & 2 Reviews
HP Professional 240 G10 (2025) Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) 240 G1...,"₹37,499",,"Intel Core i3 Processor (13th Gen)8 GB DDR4 RAM64 bit Windows 11 Home Operating System512 GB SSD35.56 cm (14 inch) DisplayMicrosoft Office 2021, Windows 11 Home1 Year Onsite Warranty",35,"₹66,990",44% off,
HP 15s AMD Ryzen 7 Quad Core 3700U - (8 GB/512 GB SSD/Windows 10 Home) 15s-eq0132AU Thin and Light Lap...,"₹48,890",4.4,AMD Ryzen 7 Quad Core Processor8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home and Student 20191 Year Onsite Warranty,35,"₹55,990",12% off,134 Ratings & 23 Reviews
HP Envy x360 AMD Ryzen 5 Hexa Core 7530U - (16 GB/512 GB SSD/Windows 11 Home) 15-fh0015AU Laptop,"₹76,490",3.6,AMD Ryzen 5 Hexa Core Processor16 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Touchscreen Display1 Year Onsite Warranty,35,"₹87,763",12% off,14 Ratings & 1 Reviews
HP MSO 2024 Intel Core i3 13th Gen 1315U - (16 GB/512 GB SSD/Windows 11 Home) 15-fd0574TU / 15 - fd066...,"₹39,990",4.1,Intel Core i3 Processor (13th Gen)16 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMS Office Home 2024 + MISC PC Game Pass DA 3M1 Year Onsite Warranty,35,"₹50,903",21% off,"2,057 Ratings & 125 Reviews"
MOTOROLA Motobook 60 Full Metal OLED (i5 14th Gen) Intel Core 5 (Series 2) 210H - (16 GB/512 GB SSD/Wi...,"₹48,990",4.4,Intel Core 5 (Series 2) Processor16 GB DDR5 RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 Inch) DisplayOffice Home 20241 Year Onsite Warranty,35,"₹93,990",47% off,"1,825 Ratings & 198 Reviews"
HP Omen AMD Ryzen 7 Octa Core 7840HS - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RT...,"₹1,09,990",5,AMD Ryzen 7 Octa Core Processor16 GB DDR5 RAMWindows 11 Home Operating System1 TB SSD40.89 cm (16.1 inch) Display1 Year Carry-in Warranty,35,"₹1,32,645",17% off,3 Ratings & 2 Reviews
Lenovo Ideapad Slim 3i Intel Core i5 11th Gen 1155G7 - (8 GB/512 GB SSD/Windows 11 Home) Ideapad Slim ...,"₹54,990",3.6,Intel Core i5 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home and Student 20211 Year Onsite Warranty,35,"₹84,998",35% off,5 Ratings & 0 Reviews
Acer Aspire 15 AMD Ryzen 5 Hexa Core 7430U - (16 GB/512 GB SSD/Windows 11 Home) Aspire AS15-42 Thin an...,"₹34,990",4.1,AMD Ryzen 5 Hexa Core Processor16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Carry-in Warranty,36,"₹59,990",41% off,"2,963 Ratings & 309 Reviews"
